,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
2301,Economic Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,False,,Incomplete,Incomplete - Male
2302,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
2303,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,False,,Incomplete,Incomplete - Male
2304,Health Sci.,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,Female,True,Category 3,Complete,Complete - Female
2305,Economic Sci.,UNIVERSIDAD DE MONTERREY,Female,True,Category 3,Complete,Complete - Female
2306,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2307,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Female,False,,Incomplete,Incomplete - Female
2308,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Female,True,,Incomplete,Incomplete - Female
2309,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2310,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2311,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,False,,Incomplete,Incomplete - Female
2312,Engineering,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
2313,Economic Sci.,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,False,,Incomplete,Incomplete - Male
2314,Health Sci.,SECRETARIA DE SALUD,Male,True,Category 2,Complete,Complete - Male
2315,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
2316,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
2317,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2318,Economic Sci.,UNIVERSIDAD DEL PAPALOAPAN,Female,True,Category 3,Complete,Complete - Female
2319,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,False,,Incomplete,Incomplete - Female
2320,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Female,True,Category 3,Complete,Complete - Female
2321,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Female,True,Category 1,Complete,Complete - Female
2322,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2323,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,Category 3,Complete,Complete - Female
2324,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Male,True,Category 2,Complete,Complete - Male
2325,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2326,Health Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Female,False,,Incomplete,Incomplete - Female
2327,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,False,,Incomplete,Incomplete - Female
2328,Economic Sci.,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION,Male,False,,Incomplete,Incomplete - Male
2329,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Male,False,,Incomplete,Incomplete - Male
2330,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,True,Category 2,Complete,Complete - Female
2331,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Female,True,Category 2,Complete,Complete - Female
2332,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Male,False,,Incomplete,Incomplete - Male
2333,Economic Sci.,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Male,False,,Incomplete,Incomplete - Male
2334,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,True,Category 1,Complete,Complete - Male
2335,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2336,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
2337,Engineering,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
2338,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2339,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Female,True,Category 2,Complete,Complete - Female
2340,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2341,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2342,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2343,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
2344,Health Sci.,UNIVERSITAT POMPEU FABRA,Male,False,,Incomplete,Incomplete - Male
2345,Health Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Female,True,,Incomplete,Incomplete - Female
2346,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,False,,Incomplete,Incomplete - Male
2347,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Female,False,,Incomplete,Incomplete - Female
2348,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2349,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2350,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2351,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
2352,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
2353,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,True,Category 3,Complete,Complete - Male
2354,Health Sci.,INSTITUTO NACIONAL DE PERINATOLOGIA,Female,True,Category 2,Complete,Complete - Female
2355,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2356,Health Sci.,UNIVERSIDAD VERACRUZANA,Male,False,,Incomplete,Incomplete - Male
2357,Health Sci.,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2358,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
2359,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Female,False,,Incomplete,Incomplete - Female
2360,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
2361,Engineering,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
2362,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2363,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2364,Engineering,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Male,True,Category 3,Complete,Complete - Male
2365,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2366,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2367,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2368,Economic Sci.,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,Male,True,Category 2,Complete,Complete - Male
2369,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,False,,Incomplete,Incomplete - Male
2370,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,False,,Incomplete,Incomplete - Female
2371,Health Sci.,SECRETARIA DE SALUD,Female,True,,Incomplete,Incomplete - Female
2372,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2373,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,False,,Incomplete,Incomplete - Male
2374,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
2375,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
2376,Health Sci.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,False,,Incomplete,Incomplete - Male
2377,Engineering,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2378,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2379,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2380,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2381,Health Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2382,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,,Incomplete,Incomplete - Female
2383,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,False,,Incomplete,Incomplete - Female
2384,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,False,,Incomplete,Incomplete - Female
2385,Health Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
2386,Health Sci.,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",Female,False,,Incomplete,Incomplete - Female
2387,Health Sci.,UNIVERSIDAD DE SONORA,Male,True,Category 3,Complete,Complete - Male
2388,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,True,Category 1,Complete,Complete - Male
2389,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2390,Economic Sci.,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,Male,True,Category 2,Complete,Complete - Male
2391,Engineering,UNIVERSIDAD VERACRUZANA,Female,False,,Incomplete,Incomplete - Female
2392,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2393,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
2394,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2395,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,Category 3,Complete,Complete - Female
2396,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,False,,Incomplete,Incomplete - Male
2397,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
2398,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2399,Economic Sci.,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Female,True,Category 3,Complete,Complete - Female
2400,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2401,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2402,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Male,True,Category 2,Complete,Complete - Male
2403,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2404,Economic Sci.,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Female,True,Category 3,Complete,Complete - Female
2405,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2406,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
2407,Engineering,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Male,True,Category 3,Complete,Complete - Male
2408,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,True,Category 3,Complete,Complete - Male
2409,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2410,Health Sci.,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,Male,True,Category 2,Complete,Complete - Male
2411,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2412,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2413,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2414,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,False,,Incomplete,Incomplete - Female
2415,Economic Sci.,"UNIVERSIDAD ANAHUAC DE OAXACA, S.C.",Male,True,Category 2,Complete,Complete - Male
2416,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,False,,Incomplete,Incomplete - Female
2417,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,,Incomplete,Incomplete - Male
2418,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2419,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,True,Category 3,Complete,Complete - Male
2420,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2421,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,True,Category 2,Complete,Complete - Male
2422,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Female,True,Category 2,Complete,Complete - Female
2423,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
2424,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2425,Health Sci.,LEUVEN UNIVERSITY HOSPITAL,Female,False,,Incomplete,Incomplete - Female
2426,Health Sci.,SIN INSTITUCIÓN,Female,True,,Incomplete,Incomplete - Female
2427,Engineering,UNIVERSIDAD AUTONOMA DE YUCATAN,Male,False,,Incomplete,Incomplete - Male
2428,Health Sci.,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
2429,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Male,True,Category 2,Complete,Complete - Male
2430,Health Sci.,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Male,True,,Incomplete,Incomplete - Male
2431,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,False,,Incomplete,Incomplete - Female
2432,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,False,,Incomplete,Incomplete - Male
2433,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2434,Engineering,UNIVERSIDAD PEDAGOGICA NACIONAL,Male,False,,Incomplete,Incomplete - Male
2435,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2436,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2437,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
2438,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2439,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
2440,Health Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,True,,Incomplete,Incomplete - Male
2441,Economic Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
2442,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
2443,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
2444,Health Sci.,UNIVERSIDAD AUTONOMA DE YUCATAN,Male,False,,Incomplete,Incomplete - Male
2445,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 2,Complete,Complete - Male
2446,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2447,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2448,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2449,Economic Sci.,UNIVERSIDAD ESTATAL DE SONORA,Male,True,Category 3,Complete,Complete - Male
2450,Engineering,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
2451,Engineering,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,Male,False,,Incomplete,Incomplete - Male
2452,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,True,Category 2,Complete,Complete - Female
2453,Economic Sci.,UNIVERSIDAD AUTONOMA DE TLAXCALA,Male,False,,Incomplete,Incomplete - Male
2454,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2455,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2456,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Male,False,,Incomplete,Incomplete - Male
2457,Economic Sci.,UNIVERSIDAD AUTONOMA DE ZACATECAS,Female,False,,Incomplete,Incomplete - Female
2458,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2459,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,False,,Incomplete,Incomplete - Male
2460,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
2461,Engineering,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,Male,True,Category 3,Complete,Complete - Male
2462,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2463,Health Sci.,UNIVERSIDAD AUTONOMA DE YUCATAN,Female,True,Category 3,Complete,Complete - Female
2464,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2465,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
2466,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Female,True,Category 3,Complete,Complete - Female
2467,Engineering,UNIVERSIDAD IBEROAMERICANA,Male,True,Category 2,Complete,Complete - Male
2468,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,True,,Incomplete,Incomplete - Female
2469,Economic Sci.,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Female,True,Category 3,Complete,Complete - Female
2470,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2471,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2472,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2473,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2474,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2475,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 2,Complete,Complete - Male
2476,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
2477,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,False,,Incomplete,Incomplete - Male
2478,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,Category 3,Complete,Complete - Female
2479,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
2480,Economic Sci.,CONGRESO DE LA UNION,Male,False,,Incomplete,Incomplete - Male
2481,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
2482,Engineering,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,Category 3,Complete,Complete - Female
2483,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Male,True,Category 2,Complete,Complete - Male
2484,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2485,Economic Sci.,UNIVERSIDAD DEL CARIBE,Female,False,,Incomplete,Incomplete - Female
2486,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
2487,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
2488,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2489,Economic Sci.,HUMBOLDT UNIVERSITAT ZU BERLIN,Female,True,Category 2,Complete,Complete - Female
2490,Engineering,INSTITUTO TECNOLOGICO DE SONORA,Male,False,,Incomplete,Incomplete - Male
2491,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2492,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Male,True,Category 2,Complete,Complete - Male
2493,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
2494,Health Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2495,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2496,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
2497,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,False,,Incomplete,Incomplete - Male
2498,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
2499,Engineering,UNIVERSIDAD AUTONOMA DE SINALOA,Female,True,Category 3,Complete,Complete - Female
2500,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,False,,Incomplete,Incomplete - Male
2501,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2502,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2503,Health Sci.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,True,Category 2,Complete,Complete - Male
2504,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Female,True,,Incomplete,Incomplete - Female
2505,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
2506,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Male,True,,Incomplete,Incomplete - Male
2507,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2508,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2509,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
2510,Economic Sci.,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2511,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,True,Category 3,Complete,Complete - Female
2512,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
2513,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
2514,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2515,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2516,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2517,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,True,,Incomplete,Incomplete - Female
2518,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
