disciplina,afiliacion,genero,completo,categoria_afiliacion,metrica_calculada
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,EL COLEGIO DE SONORA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
INGENIERIA,UNIVERSIDAD DE SONORA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,NEW YORK MEDICAL COLLEGE,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,INSTITUTO NACIONAL DE ESTADISTICA Y GEOGRAFIA,m,False,,False
INGENIERIA,UNIVERSIDAD VERACRUZANA,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO DE SONORA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,True,Categoría 2,True
INGENIERIA,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,True,Categoría 2,True
INGENIERIA,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,m,True,Categoría 2,True
INGENIERIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,FLORIDA STATE UNIVERSITY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
INGENIERIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SINALOA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE GUERRERO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,,False
INGENIERIA,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TLAXCALA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SINALOA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,f,True,,False
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DEL PAPALOAPAN,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,f,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,False,,False
CIENCIAS ECONOMICAS,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE REHABILITACION,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE GUERRERO,m,False,,False
CIENCIAS ECONOMICAS,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
INGENIERIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSITAT POMPEU FABRA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE OCCIDENTE,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PERINATOLOGIA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
INGENIERIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
CIENCIAS DE LA SALUD,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
CIENCIAS DE LA SALUD,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD VERACRUZANA,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,f,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,f,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,f,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD ANAHUAC DE OAXACA, S.C.",m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,m,True,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE COLIMA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,LEUVEN UNIVERSITY HOSPITAL,f,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE YUCATAN,m,False,,False
CIENCIAS DE LA SALUD,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE REHABILITACION,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,m,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD PEDAGOGICA NACIONAL,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ESTATAL DE SONORA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SINALOA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TLAXCALA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,f,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,f,False,,False
INGENIERIA,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,f,True,Categoría 3,True
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD IBEROAMERICANA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,CONGRESO DE LA UNION,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DEL CARIBE,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,HUMBOLDT UNIVERSITAT ZU BERLIN,f,True,Categoría 2,True
INGENIERIA,INSTITUTO TECNOLOGICO DE SONORA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
